sourceTweetID,total_reactions,reactions_10min,reactions_20min,reactions_30min,reactions_45min,reactions_1hr,reactions_3hr,reactions_24hr,lifespan_minutes,max_bin_reactions,num_time_bins,K,r,t0,final_reactions,data_points
525018717038854144,198,138,162,162,180,180,192,192,2077.3166666666666,169,12,194.9998014964953,0.0217043561801528,-85.61158646016963,198.0,12.0
525018799347875841,48,6,6,12,18,36,42,48,303.28333333333336,20,11,45.58891012743344,0.0375225963967557,13.69728793386387,48.0,11.0
525019265888702464,168,66,108,108,114,114,168,168,146.35,113,9,2851368.714023792,0.0024354630323098,4166.846984991186,168.0,9.0
525019469983531008,240,132,138,138,144,156,192,222,4469.65,150,30,231.2069588549716,0.0044513793550331,-170.2599677265711,240.0,30.0
525019752507658240,210,96,138,144,150,150,162,174,2573.9666666666667,140,18,208.36795987432552,0.0118853559532709,1300.0759751539426,210.0,18.0
525019992337551360,174,72,78,78,90,90,114,174,1350.7833333333333,87,28,253.5283535327056,0.0009625156702004,518.5910285092884,174.0,28.0
525020326816927744,150,72,120,120,126,126,144,150,199.9,118,11,156.27754980017954,0.0103038896880079,-117.79970592539702,150.0,11.0
525020620636307456,60,6,24,36,42,42,60,60,177.21666666666667,35,13,72.1605231963371,0.0089770872496067,-7.432934148159696,60.0,13.0
525020733622464512,78,48,54,60,66,66,72,78,364.01666666666665,61,7,79.10756107830618,0.0080024102475392,-160.3585575468829,78.0,7.0
525020980037816320,114,66,96,114,114,114,114,114,26.383333333333333,103,3,,,,,
525021050627973120,120,96,114,120,120,120,120,120,23.75,115,3,,,,,
525021083892994049,42,6,6,12,12,24,36,42,364.8833333333333,16,11,42.15624250460724,0.0205903046616273,29.64859672264553,42.0,11.0
525021103559696384,402,42,54,54,60,96,132,378,2659.233333333333,73,57,433.8949983859661,0.0017043455043192,749.5276361878725,402.0,57.0
525021132022628353,24,12,18,18,18,18,24,24,155.58333333333334,18,6,116798.64154577708,0.0013659522652754,6420.052320764866,24.0,6.0
525021358879936512,96,6,36,54,54,60,84,96,230.11666666666667,49,16,97.45282272828052,0.015762129686517,-2.573896305863497,96.0,16.0
525021697003782145,54,12,12,18,24,24,36,54,517.9,21,21,53.86431989061253,0.0068627613088282,45.69174243245458,54.0,21.0
525022663102963712,42,24,30,30,42,42,42,42,35.18333333333333,35,4,753254.1858689772,0.006189148104287,1615.1474869480496,42.0,4.0
525022700923019264,138,114,114,132,132,132,132,132,1613.3666666666666,126,8,38247.10363696231,3.279894804882321e-05,173486.3496541686,138.0,8.0
525022821534429185,138,102,126,132,132,132,132,138,184.46666666666667,126,4,137.99133792790502,0.0385004250626624,-61.3655229765334,138.0,4.0
525023025792835585,72,24,36,42,54,54,72,72,104.38333333333334,47,9,90.1536014124493,0.0124010913566731,-7.2682950808026865,72.0,9.0
525023057526947840,24,18,24,24,24,24,24,24,19.35,23,2,,,,,
525023610243928064,126,78,120,120,120,120,120,120,3332.9333333333334,113,6,9024.402556694798,1.685598532106711e-05,257309.80637994103,126.0,6.0
525023642007371776,120,42,108,120,120,120,120,120,21.65,105,3,,,,,
525023858831523841,102,24,30,48,48,54,78,102,1265.3333333333333,47,22,91.01355056664484,0.0085536679364957,-15.319238615856364,102.0,22.0
525023912221212672,102,60,66,72,72,96,102,102,62.56666666666667,78,8,2187086.906756565,0.0050462369606641,2036.735380780719,102.0,8.0
525024066152169473,108,108,108,108,108,108,108,108,8.766666666666667,108,1,,,,,
525024181218725888,114,42,96,108,108,108,114,114,60.46666666666667,96,5,112.40855145246722,0.0834153425679087,-21.282899530241185,114.0,5.0
525024518713397249,120,24,30,30,48,72,120,120,134.28333333333333,54,12,131.31613118708606,0.0235363879301592,24.36334772081853,120.0,12.0
525025114111635456,276,6,6,6,6,12,78,270,3786.85,30,55,243.91810042526,0.0041644197892592,363.2972973608097,276.0,55.0
525025279803424768,54,18,30,36,54,54,54,54,44.71666666666667,41,5,118.53404186242504,0.0123692067756538,53.06707024187203,54.0,5.0
525025329916948481,48,48,48,48,48,48,48,48,6.783333333333333,48,1,,,,,
525025463648137216,66,42,48,60,60,66,66,66,48.38333333333333,57,6,83.04415449723356,0.0130677412554463,-58.51501105116098,66.0,6.0
525025552634494976,60,24,30,36,48,48,60,60,165.88333333333333,41,12,61.742842445023896,0.0133323209632182,-55.81926007846916,60.0,12.0
525025695425380352,30,18,18,18,18,18,18,30,575.85,18,9,135312.86230092248,0.0008903456573007,10067.646861894227,30.0,9.0
525025806079504385,156,48,96,126,126,126,126,156,1126.9,108,11,152.261764861979,0.0054278725960478,-206.02921279366868,156.0,11.0
525026031833718785,36,18,18,18,24,30,36,36,100.65,24,8,40.1004006689146,0.0172411382979336,-19.285597503885818,36.0,8.0
525026066944262144,36,6,18,18,18,18,24,36,353.78333333333336,17,15,1804403.5972129332,0.0021674341033811,5349.582607026616,36.0,15.0
525026219100995584,150,6,36,48,60,60,114,150,230.9,54,22,164.55866128043726,0.0118066726268987,55.89003889986138,150.0,22.0
525026592788348929,102,18,36,78,96,96,102,102,108.65,71,7,101.16535136505156,0.0605557496654519,-12.166428988277042,102.0,7.0
525026715123601408,72,30,48,54,54,66,72,72,78.25,54,9,261.74495948551663,0.0056220685384475,239.50620805901823,72.0,9.0
525026947307700225,54,24,30,42,48,48,48,54,1116.1166666666666,40,8,52.35673541632676,0.0301840676123228,-36.99225687499269,54.0,8.0
525026973459165184,114,54,66,66,66,72,102,114,226.61666666666667,71,18,202.65430709941776,0.0042433710017411,159.739697015375,114.0,18.0
525027116287811584,12,12,12,12,12,12,12,12,4.983333333333333,12,1,,,,,
525027317551079424,72,30,30,42,42,42,66,72,534.95,42,11,69.69456050532983,0.0214746050752119,-13.918972004552105,72.0,11.0
525027539845410816,78,54,66,66,66,66,72,78,210.05,65,8,79.33972689314565,0.0088296913021199,-174.649904131258,78.0,8.0
525027651908800512,198,18,24,24,66,90,168,198,611.6833333333333,65,17,186.4021838075689,0.0259436141827761,32.50054511594932,198.0,17.0
525027873867198465,42,6,6,6,6,6,12,30,1766.35,7,20,32.39999999997906,0.1,800.0,42.0,20.0
525027958835408896,24,6,18,18,18,18,18,24,180.53333333333333,16,3,,,,,
525028171549523971,240,42,66,78,144,180,228,240,489.9166666666667,123,14,236.57193385193307,0.0359617845099381,4.392690371118073,240.0,14.0
525028522361114625,114,30,48,66,90,90,90,114,292.2333333333333,69,12,132.8050341651886,0.0049251676894456,-54.44980107777344,114.0,12.0
525028734991343617,36,18,24,30,36,36,36,36,30.8,30,4,348530.64432004315,0.0064479981015746,1453.4452550779065,36.0,4.0
525028955049320448,126,48,90,114,126,126,126,126,45.0,104,6,130.75639401437942,0.0425081134521725,-31.734673202713804,126.0,6.0
525029016001318913,336,54,84,96,234,264,336,336,113.15,178,13,354.382833303521,0.0332811893545825,5.797317346063854,336.0,13.0
525029232691650561,36,18,24,30,36,36,36,36,30.866666666666667,30,4,348530.64432004315,0.0064479981015746,1453.4452550779065,36.0,4.0
525029433632366592,18,6,6,12,12,12,18,18,173.3,11,7,344804.7891865325,0.0023807362041112,4334.914962785615,18.0,7.0
525029913230053377,54,24,24,24,24,36,42,54,380.1833333333333,29,12,52.64082654254712,0.0105623791424919,-26.13785223958452,54.0,12.0
525029954908860417,120,24,36,36,48,54,78,120,305.53333333333336,46,25,338.6882742150086,0.004390469009166,420.26898026905536,120.0,25.0
525030117014507523,120,72,84,102,102,114,120,120,96.38333333333334,99,10,122.48561319548844,0.02473472361434,-56.35040117120492,120.0,10.0
525030165190303744,30,6,6,12,18,18,24,30,493.45,14,10,27.53392919089097,0.0254537306762969,-0.0306649902411583,30.0,10.0
525030331775463424,36,24,30,36,36,36,36,36,25.95,33,3,,,,,
525030416261337089,18,6,12,12,12,12,18,18,64.63333333333334,12,4,365469.24613636377,0.0060014340170653,1722.2329887419464,18.0,4.0
525030696738652160,114,18,36,36,42,42,96,114,1425.1833333333334,45,29,108.66975987767432,0.0158689384946653,26.729375200352106,114.0,29.0
525030963781595136,90,30,48,48,48,60,84,90,302.51666666666665,53,17,88.97040649987227,0.0165906246260075,-17.392909994656165,90.0,17.0
525031558949134336,210,96,168,180,192,192,210,210,157.36666666666667,173,11,207.9238032997211,0.0324904969356746,-51.41778726159166,210.0,11.0
525031610136014848,120,30,78,90,96,120,120,120,48.28333333333333,89,6,2008.511738030519,0.0067632987236191,452.8495310699077,120.0,6.0
525031823504850944,72,18,24,24,24,30,48,72,418.81666666666666,28,20,73.8562519481512,0.0079276768443493,67.28118651310395,72.0,20.0
525032458417610752,42,24,30,30,42,42,42,42,32.9,35,4,753254.1858689772,0.006189148104287,1615.1474869480496,42.0,4.0
525032520124207104,72,36,54,72,72,72,72,72,27.966666666666665,63,3,,,,,
525032872647065600,96,48,54,66,78,78,96,96,118.88333333333334,70,9,100.87716028912322,0.0209920656756131,-35.690442683945584,96.0,9.0
525033278555033601,168,102,120,126,144,144,168,168,79.16666666666667,134,8,2850192.545935713,0.00344353375975,2898.276806303594,168.0,8.0
525033357722550272,48,18,24,24,30,30,48,48,126.35,29,9,155.78214981302676,0.0056225704914126,264.7055456389028,48.0,9.0
525033443076628480,66,18,42,48,48,54,66,66,124.8,46,12,74.45111460821796,0.0103520370920339,-54.85790411683473,66.0,12.0
525033625788907520,78,12,18,18,24,24,48,72,1914.6333333333332,24,26,75.98732226362314,0.0097901239229575,99.50253757308398,78.0,26.0
525033697045925888,30,6,6,12,18,18,30,30,96.68333333333334,15,7,1060805.2292751889,0.0072616372975202,1541.4163125947516,30.0,7.0
525033778637721600,180,60,102,138,162,180,180,180,48.65,137,6,256.6510038572858,0.0166812041861462,-7.065619818623562,180.0,6.0
525034332474601472,36,18,18,18,18,18,36,36,164.15,21,8,403399.7640147197,0.0035958510153075,2754.220772855121,36.0,8.0
525034457086959616,54,12,12,18,24,36,42,54,282.4166666666667,24,16,76.15354163283178,0.0049656027691237,108.38610885257124,54.0,16.0
525034687245582337,72,6,12,12,18,24,48,66,3285.9666666666667,20,28,68.4057452242554,0.0033212690960418,99.4081179585458,72.0,28.0
525035552643751936,24,24,24,24,24,24,24,24,4.516666666666667,24,1,,,,,
525035564014526464,108,78,102,102,102,102,108,108,122.15,99,4,47787.30710695072,0.0005349910248444,11519.025661318412,108.0,4.0
525035832336736257,72,24,42,48,54,54,72,72,172.56666666666666,49,14,74.18594010040522,0.0144234430703072,-49.41397695407496,72.0,14.0
525036180379676673,138,18,30,36,42,48,54,138,368.73333333333335,38,24,4620.719956612047,0.0037908419623612,1257.2110058710325,138.0,24.0
525036214286815232,132,30,60,114,120,132,132,132,53.5,98,7,138.48107541023506,0.0435756902861625,-18.92847833829225,132.0,7.0
525036240848945152,102,30,72,72,78,78,96,102,335.5,71,13,101.10779150203813,0.0112082153663059,-87.81779921726853,102.0,13.0
525036393983381504,138,36,78,102,108,108,138,138,98.15,95,10,195.3776073642826,0.009853456500877,2.151375505712921,138.0,10.0
525036457732231169,48,6,18,24,24,24,36,42,1563.6166666666666,22,15,45.01272511328865,0.0101089159904415,-1.0735837090660016,48.0,15.0
525037540508594176,12,12,12,12,12,12,12,12,5.6,12,1,,,,,
525037656820826112,114,12,12,24,30,36,96,114,841.2666666666667,35,20,106.44709068524568,0.0238591662222264,40.01597697269705,114.0,20.0
525038096086499328,96,6,36,48,54,54,96,96,133.45,49,12,3420065.9864842324,0.0047056616211923,2362.907000264755,96.0,12.0
525038296921960449,84,18,30,30,48,54,60,84,302.51666666666665,40,14,114298.32035174416,0.0019735152475531,3973.535410802484,84.0,14.0
525038517844709376,36,12,24,24,30,36,36,36,55.75,27,6,662600.9745009051,0.0056710473353517,1782.545008525361,36.0,6.0
525039002307424256,120,24,48,72,102,120,120,120,54.05,81,7,143.03990294446066,0.0301787295657918,-6.588779691947388,120.0,7.0
525039208139087872,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
525039242771464193,102,60,72,84,84,90,102,102,64.35,82,8,1026137.2413867338,0.0032453846571143,2910.000437957769,102.0,8.0
525039686931075072,54,30,36,36,48,48,54,54,63.6,42,6,115.0685022858932,0.0073303857625624,77.47234558011681,54.0,6.0
525039876366798849,48,12,12,24,30,30,42,48,504.7166666666666,25,12,45.56147456010925,0.0202925790062372,-10.11716529360508,48.0,12.0
525040097272819712,216,96,96,102,156,168,192,216,220.45,135,13,213.00444855734287,0.0188911555190185,-26.15261536631661,216.0,13.0
525040252948189186,180,12,18,24,42,66,180,180,160.91666666666666,57,17,187.63765951442656,0.0344480421575068,40.16226585507831,180.0,17.0
525040408653754368,72,36,42,42,42,42,48,60,1707.45,42,19,2077139.655256039,0.0002629198262448,41032.058408821,72.0,19.0
525040492388823041,108,12,12,12,18,18,18,108,1021.3333333333334,15,33,196.1570123439263,0.0026118726466518,987.889598698805,108.0,33.0
525040509937795072,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
525040545870385153,102,48,60,66,78,84,102,102,75.45,73,9,3087544.7363543366,0.0051707862245868,2065.766787585563,102.0,9.0
525040767317082113,36,24,24,30,30,30,36,36,85.5,29,5,408399.4027230016,0.0026185120958349,3647.827475711477,36.0,5.0
525041091507388416,114,48,72,78,96,108,114,114,79.21666666666667,86,9,124.59965074545454,0.0247794934536542,-30.457897528499384,114.0,9.0
525041399344168961,126,24,84,84,96,96,102,126,1141.0333333333333,81,24,123.63989227927416,0.002363222323237,-434.6460663377629,126.0,24.0
525041601890881536,150,12,54,90,132,132,138,150,1322.8166666666666,93,10,141.40911685651403,0.0526769093254231,-10.690713973776068,150.0,10.0
525042177643016192,138,24,54,78,126,138,138,138,52.6,93,7,165.92509642167423,0.0306762826437401,-5.573791694998103,138.0,7.0
525044004287971329,78,18,36,54,60,60,72,78,557.9,50,9,77.72234987262574,0.0246172528295998,-22.514905733596574,78.0,9.0
525044166519451648,180,6,6,6,6,120,180,180,70.4,54,7,474.6958922958317,0.0278893376339421,84.27204271969762,180.0,7.0
525044262648676353,78,6,18,30,48,48,78,78,148.18333333333334,38,15,81.01084976965367,0.0232673983421166,9.39415199440919,78.0,15.0
525044678765187072,78,36,48,54,60,60,60,66,2995.983333333333,53,18,201862.2611499295,7.91339456495398e-05,102894.49637151058,78.0,18.0
525044725926330368,168,18,36,60,72,78,168,168,163.15,72,18,244.1538612390356,0.0112111002765852,79.97634953114981,168.0,18.0
525045145079533568,108,48,90,108,108,108,108,108,23.433333333333334,95,3,,,,,
525045203648790528,126,30,36,36,36,42,60,126,930.6166666666668,40,19,139.5108426408683,0.0027804903107477,270.0490634589174,126.0,19.0
525045709402148864,174,72,108,120,120,120,174,174,95.1,118,8,785.2814361252712,0.005467630572253,317.31557758215376,174.0,8.0
525046232209956865,150,36,42,60,60,60,72,150,1067.2166666666667,55,28,144.02339032814166,0.0047905674329234,98.89628202089308,150.0,28.0
525046432085327872,12,6,6,6,6,12,12,12,45.45,8,4,403352.9448843672,0.0092192204151432,1180.450505887338,12.0,4.0
525046443103354880,342,72,72,84,102,108,150,246,3691.516666666667,98,48,309.46674771583406,0.0034676385948838,190.3646870194723,342.0,48.0
525046462460477440,138,6,6,6,6,6,48,138,1061.1166666666666,25,37,127.90398813952632,0.0124903137339038,199.9984258206807,138.0,37.0
525047079325155329,42,6,18,24,30,36,42,42,105.8,26,10,43.07884435442715,0.0274923720516352,-14.516828024709188,42.0,10.0
525047104239333377,54,12,12,12,18,30,42,42,1501.85,21,12,48.06077529385342,0.0152263457952358,18.2748326599414,54.0,12.0
525047349757100034,66,48,54,60,60,60,66,66,143.58333333333334,58,6,64.6267483149785,0.0259778600909777,-83.38699333344327,66.0,6.0
525047767325220865,36,12,24,30,30,30,36,36,72.46666666666667,27,6,49.34780323845988,0.0106072569799229,-21.791827295934944,36.0,6.0
525048410831736832,48,12,18,18,30,30,42,48,876.05,25,15,45.00736754746523,0.0163936626769334,-15.081760396191342,48.0,15.0
525048557569454080,42,6,6,6,12,12,30,42,1221.9333333333334,12,17,36.47058716677711,0.0245079496899528,43.762760948677766,42.0,17.0
525048987649576960,72,6,6,6,6,6,24,66,1614.8333333333333,11,34,66.11785388606675,0.0065376304140123,215.0799947260636,72.0,34.0
525049044201377793,114,12,72,114,114,114,114,114,28.883333333333333,90,3,,,,,
525049481679892481,24,6,6,6,6,6,6,24,1015.9333333333332,6,10,606820.6833562923,0.0011834387189523,9695.921373533716,24.0,10.0
525049639016615937,42,6,18,18,18,36,42,42,124.75,23,8,42.865153963644,0.0270943493966995,-3.0192231858942558,42.0,8.0
525049831312875521,294,96,120,126,138,150,228,234,3250.3166666666666,143,29,340.6428194452089,0.0004633231268476,-380.6900905700324,294.0,29.0
525050193360613376,354,90,114,132,144,150,186,354,952.8333333333334,136,45,515.1509580925886,0.0019180141524573,493.0978318673024,354.0,45.0
525050632211021825,108,72,108,108,108,108,108,108,17.05,102,2,,,,,
525051210349289472,528,60,90,126,222,312,474,474,2890.383333333333,214,21,502.626389771557,0.03415707072143,18.11696039498055,528.0,21.0
525051365195014144,30,24,24,30,30,30,30,30,20.666666666666668,28,2,,,,,
525052223030845440,168,66,78,102,108,108,120,168,989.3,97,26,206.9597985295697,0.0012968004972382,-46.18727528988033,168.0,26.0
525052332116312064,42,24,30,30,30,36,36,36,1943.2666666666669,31,9,22415.912549047596,9.138117097510122e-05,71254.69106837026,42.0,9.0
525052526593601537,66,36,48,48,48,60,60,66,265.05,50,10,63.5586872487236,0.0212758244716241,-60.35960027858105,66.0,10.0
525052976562712576,126,42,60,72,84,102,126,126,166.71666666666667,81,14,124.48210986396067,0.0248172506473065,-21.890549405592512,126.0,14.0
525053517531062272,48,24,36,36,36,42,42,48,239.03333333333333,36,10,46.41309342466253,0.0172294577793331,-74.36976885207417,48.0,10.0
525055052801515521,60,6,6,18,24,30,36,60,538.7833333333333,20,20,59.5067183104938,0.006513265337717,44.69240976919637,60.0,20.0
525055273816555520,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
525055879545380864,18,6,12,18,18,18,18,18,28.65,15,3,,,,,
525055967076290560,78,30,48,60,66,66,72,78,187.83333333333331,57,8,78.1286829035181,0.0201204491160534,-52.11892801569305,78.0,8.0
525056022046851074,30,6,6,6,6,12,30,30,111.8,11,8,2338665.70925348,0.0105242075992409,1179.69706457507,30.0,8.0
525056576038518785,144,54,72,78,84,108,138,144,881.8,89,15,142.17764895081854,0.0250421647350849,-12.57059892561534,144.0,15.0
525057025785356288,144,66,114,132,132,132,144,144,81.31666666666666,120,7,143.7400592676907,0.0385205373164377,-43.2235656250025,144.0,7.0
525057374965739520,72,24,36,54,54,60,72,72,81.48333333333333,50,9,100.3082557669623,0.012191742974765,0.8158783163578536,72.0,9.0
525057606151602176,24,24,24,24,24,24,24,24,9.133333333333333,24,1,,,,,
525058578365698048,60,42,48,48,54,60,60,60,45.48333333333333,52,6,,,,,
525058633730891776,78,18,42,42,42,66,78,78,63.23333333333333,48,7,3983614.86366996,0.0081232405025279,1399.1829317458394,78.0,7.0
525058825909731328,102,48,54,66,90,90,90,102,415.35,73,14,103.89826534871511,0.005303063486518,-196.69515998960804,102.0,14.0
525058976376193024,30,6,6,12,12,18,24,30,216.65,13,11,29.98443584164465,0.0162787101448374,17.355916227015147,30.0,11.0
525059193074487296,138,54,96,114,114,126,138,138,76.73333333333333,107,9,189.78426659878693,0.0101235538813166,-28.268617165821947,138.0,9.0
525059348574130176,90,78,84,84,84,84,84,90,687.0833333333334,83,6,61763.41808744191,8.01400992323733e-05,82454.8462164535,90.0,6.0
525059810312847360,132,84,120,120,120,120,132,132,148.31666666666666,116,8,150951.1220112383,0.0007344941717739,9737.85009945899,132.0,8.0
525060022569422849,126,54,90,126,126,126,126,126,29.516666666666666,108,3,,,,,
525060425184858112,132,120,120,120,120,126,132,132,91.88333333333334,123,7,,,,,
525061246702587904,30,24,30,30,30,30,30,30,11.3,29,2,,,,,
525061787860103169,42,6,18,18,24,30,30,36,2352.983333333333,21,11,41.25072665262172,0.0073172896816397,-40.54722290844912,42.0,11.0
525062013551001600,126,54,84,126,126,126,126,126,28.55,107,3,,,,,
525062993898635264,102,6,12,12,12,12,54,96,1742.2833333333333,18,25,169.885827565369,0.0009028320332818,1336.729614512223,102.0,25.0
525063393309630464,90,12,42,54,54,60,84,90,249.3,51,13,88.45357508388756,0.0237059472321344,-9.475585634423949,90.0,13.0
525063740769972224,30,12,18,18,18,18,24,30,254.41666666666663,18,9,30.67269255355369,0.0083073994183099,-50.11446796649747,30.0,9.0
525065123917221888,114,90,96,108,108,108,108,114,392.1666666666667,103,6,112.35420697886106,0.0341840328292418,-68.66940305696319,114.0,6.0
525065430713790465,78,48,60,66,66,66,72,78,212.7333333333333,63,9,77.5947367323005,0.0136863964844882,-109.0883727711517,78.0,9.0
525066628359127041,120,24,48,60,72,72,120,120,128.35,66,10,5782315.042793662,0.0045774689188243,2484.461649115828,120.0,10.0
525066876058361856,108,36,48,60,60,60,84,108,765.9333333333333,58,24,102.55052162173916,0.0051415189913798,-73.2742552046687,108.0,24.0
525067386849091584,126,60,90,90,108,114,126,126,160.16666666666666,98,12,124.22390763512084,0.0253013929075791,-52.836843255022096,126.0,12.0
525067419635576834,36,6,6,18,18,18,36,36,168.03333333333333,17,10,1960231.2724807768,0.0044912130205492,2592.008693235108,36.0,10.0
525067500447612929,84,30,30,30,36,36,48,84,1294.2166666666667,35,26,1316231.0275352432,0.0005068504890877,20477.557491008334,84.0,26.0
525068253341970432,12,12,12,12,12,12,12,12,0.5666666666666667,12,1,,,,,
525068387899031552,48,12,18,24,24,24,48,48,118.05,25,10,2558401.947563215,0.0063593722227228,1822.0577217003192,48.0,10.0
525068915068923904,24,12,12,12,12,12,12,12,3233.2833333333333,12,12,454700.5089509524,0.0016029264673492,9406.819453716998,24.0,12.0
525069189447704576,120,120,120,120,120,120,120,120,4.633333333333334,120,1,,,,,
525069509342683137,30,12,12,12,24,24,30,30,69.4,19,5,1455246.9231785373,0.0082902385961491,1364.0323587316318,30.0,5.0
525069752566575104,102,36,42,54,66,66,90,102,746.3166666666667,59,17,101.37696893219282,0.0088441827324614,-43.24665840993038,102.0,17.0
525069912679923712,84,36,48,66,66,66,72,78,1479.0666666666666,59,15,82.34341163574712,0.0027585025549582,-440.1378275989418,84.0,15.0
525070461936222208,42,12,30,30,30,30,36,42,1103.5333333333333,28,7,41.01733243153939,0.0089566592471175,-96.71481541298353,42.0,7.0
525070811439579138,24,6,6,6,6,6,18,24,349.35,8,10,22.538095247770126,0.0138272475562088,63.60222165866802,24.0,10.0
525070912199335937,42,12,18,24,30,30,30,42,239.96666666666667,24,10,114112.19806769564,0.0020171220235335,4162.049188998313,42.0,10.0
525070933556350977,120,24,36,66,78,96,120,120,166.6,70,12,114.55349212894131,0.0262321597924966,-16.547806437037025,120.0,12.0
525071376084791297,84,18,36,54,60,66,84,84,113.81666666666666,53,11,89.99209840692905,0.0206014061393113,-17.273122591821206,84.0,11.0
525071638464049152,72,36,48,60,66,66,72,72,103.61666666666666,58,7,71.14883115178498,0.0375328075313386,-38.74819116451969,72.0,7.0
525071809226346496,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
525072912957452289,102,54,60,66,90,90,96,102,268.3666666666667,76,13,98.93780799799612,0.0245975600550553,-47.27699828578047,102.0,13.0
529399936434327552,108,6,36,42,42,54,78,108,1007.7333333333332,43,27,104.48093925591714,0.0086356014319144,24.92919457777899,108.0,27.0
529446466541326336,12,6,6,6,6,12,12,12,47.38333333333333,8,4,403352.9448843672,0.0092192204151432,1180.450505887338,12.0,4.0
529540733020405760,90,24,24,36,54,54,60,90,480.2166666666666,42,14,124.70154614225665,0.0024617346967118,180.69567766978784,90.0,14.0
529541962639355904,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529572620782825473,12,6,12,12,12,12,12,12,17.116666666666667,11,2,,,,,
529578734102523904,12,6,6,12,12,12,12,12,24.23333333333333,10,2,,,,,
529590474005544960,48,12,18,18,18,48,48,48,58.03333333333333,27,6,3047710.8804607457,0.0120873178512155,969.5119706878592,48.0,6.0
529590949136326656,12,12,12,12,12,12,12,12,2.783333333333333,12,1,,,,,
529621484130828290,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529627432996044801,30,12,24,24,24,24,30,30,101.2,23,5,206845.7046818185,0.0021655962604223,4194.104524996767,30.0,5.0
529627706057834496,42,24,30,30,30,30,42,42,134.48333333333332,31,7,1075345.5075378967,0.0023427575548138,4472.334433470363,42.0,7.0
529627707382853632,36,6,6,6,12,12,12,36,491.1166666666667,9,17,42.244508309865004,0.0063829582407178,221.662898051291,36.0,17.0
529627936622931968,36,18,24,24,36,36,36,36,40.38333333333333,29,5,713425.2668576587,0.0056910468557983,1779.8381847544676,36.0,5.0
529628988683976704,36,12,18,18,24,24,30,36,571.1666666666666,21,10,34.38416471331758,0.0199543820202834,-19.0553609913172,36.0,10.0
529630665168281601,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529634428734423042,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529637014527029248,12,6,6,6,6,6,6,12,341.15,6,6,315516.86164264905,0.0019030175252648,5776.490792397216,12.0,6.0
529637341645008896,12,6,12,12,12,12,12,12,12.6,11,2,,,,,
529637505981624320,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529638205013123073,36,24,24,24,30,30,30,36,237.15,27,8,120736.22494505928,0.0009743718948459,8599.82832408441,36.0,8.0
529638427462217728,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529641857513308160,12,6,6,6,6,12,12,12,45.083333333333336,8,4,403352.9448843672,0.0092192204151432,1180.450505887338,12.0,4.0
529642612618035202,12,6,6,6,6,6,6,12,205.71666666666667,6,3,,,,,
529643568873230337,24,6,6,12,12,12,18,24,322.5833333333333,11,9,25.333228406676348,0.0072088435423258,28.839200961755186,24.0,9.0
529644561770217473,78,48,48,48,48,54,54,72,1565.4,50,13,75.35940493852182,0.0076548998810622,-72.28178968564815,78.0,13.0
529644676333453312,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529645026452979712,36,12,30,36,36,36,36,36,29.73333333333333,31,3,,,,,
529645279159779329,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529646030472904704,96,24,48,48,48,72,96,96,112.41666666666669,56,11,108.54796182235656,0.0209079546139974,1.865341346359734,96.0,11.0
529647261689864192,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529647809243648001,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529648202379964416,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529648452511473666,66,6,6,18,18,30,42,66,369.6,20,17,69.07207433238676,0.00922830909008,75.38341292870643,66.0,17.0
529648547864399872,36,12,18,18,18,18,36,36,169.43333333333334,20,8,1732967.515944248,0.0038683686111422,2956.928924057476,36.0,8.0
529649368656134144,48,24,30,36,36,36,42,48,191.58333333333331,34,9,779786.1717192922,0.0015434878606495,6508.545065407799,48.0,9.0
529651454832037888,12,6,12,12,12,12,12,12,11.25,11,2,,,,,
529652269105815553,48,12,24,30,36,42,48,48,150.9,32,11,46.07327443980355,0.033879421141027,-22.884419847056424,48.0,11.0
529652689471569920,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529652829536141314,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529652940869738496,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529653029747064832,42,6,12,12,12,12,30,42,904.7666666666668,14,15,37.56801917726325,0.0102898016195417,46.36385896074551,42.0,15.0
529653880196698112,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
529654186791944192,66,36,42,42,48,48,66,66,105.83333333333331,47,9,2116837.656446917,0.0034207443180533,3138.5926590748563,66.0,9.0
529654321873715200,72,6,12,12,12,12,48,72,335.56666666666666,17,18,80.20030837076303,0.0105949389964998,159.13854354810928,72.0,18.0
